update,mean_loss,lr
219,0.01822153439570684,6.3786008230452675e-06
220,0.20090502142556943,6.172839506172839e-06
221,0.0006064958797651343,5.967078189300412e-06
222,0.24847046413924545,5.761316872427984e-06
223,0.11518644129682798,5.555555555555556e-06
224,0.5336716816527769,5.3497942386831275e-06
225,0.0007456155071849935,5.1440329218107e-06
226,0.11387555363035062,4.938271604938272e-06
227,0.18522373889572918,4.732510288065844e-06
228,0.3372451542672934,4.526748971193416e-06
229,0.1271781105970149,4.3209876543209875e-06
230,0.4109780773433158,4.11522633744856e-06
231,0.0018365837095188908,3.9094650205761325e-06
232,0.022488824411993846,3.7037037037037037e-06
233,0.36199053767813894,3.497942386831276e-06
234,0.006004959577694535,3.2921810699588483e-06
235,0.3122573308264691,3.0864197530864196e-06
236,0.00697449122890248,2.880658436213992e-06
237,0.0007443424074153882,2.6748971193415637e-06
238,0.003721147440955974,2.469135802469136e-06
239,0.007333548455790151,2.263374485596708e-06
240,0.003262751670263242,2.05761316872428e-06
241,0.26551884620494093,1.8518518518518519e-06
242,0.06437556594028138,1.6460905349794242e-06
243,0.13527186648570932,1.440329218106996e-06
244,0.0005267254127829801,1.234567901234568e-06
245,0.20043295828145347,1.02880658436214e-06
246,0.003961372458434198,8.230452674897121e-07
247,0.01357061622547917,6.17283950617284e-07
248,0.3371428717728122,4.1152263374485604e-07
249,0.3971689075624454,2.0576131687242802e-07
250,0.47250049308058806,0.0
